step	loss
10	0.051353
20	0.027912
30	0.181061
40	0.081973
50	0.027883
60	0.002179
70	0.098619
80	0.040525
90	0.014073
100	0.056217
110	0.018858
120	0.020392
130	0.080347
140	0.046411
150	0.016776
160	0.020978
170	0.036643
180	0.030371
190	0.005134
200	0.007929
210	0.024409
220	0.080813
230	0.008847
240	0.033106
250	0.040850
260	0.105131
270	0.128809
280	0.007418
290	0.052663
300	0.000000
310	0.048597
320	0.005708
330	0.064368
340	0.097461
350	0.004863
360	0.010640
370	0.035784
380	0.026968
390	0.170921
400	0.046293
410	0.065188
420	0.052275
430	0.012229
440	0.008513
450	0.005470
460	0.162760
470	0.039766
480	0.070656
490	0.059697
500	0.050615
510	0.064772
520	0.213171
530	0.001603
540	0.096317
550	0.152596
560	0.002084
570	0.111747
580	0.149191
590	0.011280
600	0.077274
610	0.102797
620	0.168337
630	0.049169
640	0.068824
650	0.173436
660	0.123391
670	0.033204
680	0.188748
690	0.012045
700	0.022265
710	0.325023
720	0.118037
730	0.123959
740	0.036394
750	0.118854
760	0.034321
770	0.000480
780	0.115842
790	0.045002
800	0.039962
810	0.027996
820	0.009901
830	0.035592
840	0.089476
850	0.011793
860	0.070455
870	0.130690
880	0.018415
890	0.003599
900	0.032292
910	0.005010
920	0.085192
930	0.008711
940	0.009154
950	0.119144
960	0.016542
970	0.014609
980	0.018229
990	0.035589
1000	0.060451
1010	0.004005
1020	0.068930
1030	0.009581
1040	0.158133
1050	0.051348
1060	0.085974
1070	0.143579
1080	0.065022
1090	0.095711
1100	0.057883
1110	0.020235
1120	0.148111
1130	0.009419
1140	0.112282
1150	0.124608
1160	0.109925
1170	0.246571
1180	0.002451
1190	0.142299
1200	0.064871
1210	0.085959
1220	0.004616
1230	0.081533
1240	0.026679
1250	0.006366
1260	0.220666
1270	0.155499
1280	0.025222
1290	0.117756
1300	0.025332
1310	0.015808
1320	0.123745
1330	0.004067
1340	0.007754
1350	0.008154
1360	0.000000
1370	0.001530
1380	0.027474
1390	0.057824
1400	0.042070
1410	0.178176
1420	0.065313
1430	0.123210
1440	0.157266
1450	0.044962
1460	0.119018
1470	0.068745
1480	0.034012
1490	0.039631
1500	0.026334
1510	0.104520
1520	0.031113
1530	0.124329
1540	0.112708
1550	0.019496
1560	0.073067
1570	0.132359
1580	0.033434
1590	0.075426
1600	0.019342
1610	0.099405
1620	0.076921
1630	0.083232
1640	0.001838
1650	0.011650
1660	0.085373
1670	0.077870
1680	0.012857
1690	0.022133
1700	0.107905
1710	0.029853
1720	0.089011
1730	0.091172
1740	0.004149
1750	0.006555
1760	0.007378
1770	0.025675
1780	0.004373
1790	0.009230
1800	0.200097
1810	0.122961
1820	0.148822
1830	0.103248
1840	0.022236
1850	0.239938
1860	0.010033
1870	0.143853
1880	0.198409
1890	0.008708
1900	0.197257
1910	0.057411
1920	0.203312
1930	0.008832
1940	0.051916
1950	0.166090
1960	0.021669
1970	0.038811
1980	0.012634
1990	0.148702
2000	0.152850
2010	0.006977
2020	0.069786
2030	0.099303
2040	0.053515
2050	0.004324
2060	0.051068
2070	0.000848
2080	0.113318
2090	0.076598
2100	0.046727
2110	0.023298
2120	0.064681
2130	0.166203
2140	0.135234
2150	0.059436
2160	0.003539
2170	0.232917
2180	0.066267
2190	0.000949
2200	0.131013
2210	0.190320
2220	0.029380
2230	0.201391
2240	0.044657
2250	0.174618
2260	0.030216
2270	0.018785
2280	0.042084
2290	0.038287
2300	0.011487
2310	0.011713
2320	0.060571
2330	0.089590
2340	0.015806
2350	0.099761
2360	0.124593
2370	0.010261
2380	0.012567
2390	0.102575
2400	0.204258
2410	0.126133
2420	0.279652
2430	0.062011
2440	0.003215
2450	0.067064
2460	0.100027
2470	0.038435
2480	0.006389
2490	0.011236
2500	0.018128
2510	0.016325
2520	0.071411
2530	0.018989
2540	0.174516
2550	0.099388
2560	0.068854
2570	0.025889
2580	0.026635
2590	0.051675
2600	0.015642
2610	0.038387
2620	0.030577
2630	0.106878
2640	0.098873
2650	0.009850
2660	0.036467
2670	0.026143
2680	0.101901
2690	0.026303
2700	0.033854
2710	0.212031
2720	0.051593
2730	0.002066
2740	0.073011
2750	0.010978
2760	0.000275
2770	0.039486
2780	0.018424
2790	0.081527
2800	0.170658
2810	0.059920
2820	0.100818
2830	0.175406
2840	0.064565
2850	0.120814
2860	0.001846
2870	0.279809
2880	0.031007
2890	0.216456
2900	0.224072
2910	0.010980
2920	0.134737
2930	0.041323
2940	0.065657
2950	0.198389
2960	0.151415
2970	0.208415
2980	0.076723
2990	0.247848
3000	0.052315
3010	0.010187
3020	0.036026
3030	0.048656
3040	0.089901
3050	0.082952
3060	0.036286
3070	0.047813
3080	0.056272
3090	0.013410
3100	0.049060
3110	0.134977
3120	0.090341
3130	0.083026
3140	0.012252
3150	0.003107
3160	0.093395
3170	0.030822
3180	0.030211
3190	0.028999
3200	0.079743
3210	0.054757
3220	0.030310
3230	0.135025
3240	0.050311
3250	0.058510
3260	0.007886
3270	0.049536
3280	0.172808
3290	0.025591
3300	0.008132
3310	0.007971
3320	0.002587
3330	0.041363
3340	0.025103
3350	0.019184
3360	0.011669
3370	0.027500
3380	0.009581
3390	0.190221
3400	0.078579
3410	0.066608
3420	0.079934
3430	0.019612
3440	0.022600
3450	0.141895
3460	0.046741
3470	0.030156
3480	0.050277
3490	0.005047
3500	0.000912
3510	0.106237
3520	0.161369
3530	0.070931
3540	0.044429
3550	0.045472
3560	0.105729
3570	0.006684
3580	0.168568
3590	0.070958
3600	0.068636
3610	0.021945
3620	0.082172
3630	0.006199
3640	0.081471
3650	0.051597
3660	0.030668
3670	0.003566
3680	0.050437
3690	0.026880
3700	0.114517
3710	0.008878
3720	0.036267
3730	0.057179
3740	0.060766
3750	0.232821
3760	0.052960
3770	0.020461
3780	0.091929
3790	0.046625
3800	0.162789
3810	0.011959
3820	0.079583
3830	0.248608
3840	0.212836
3850	0.006199
3860	0.008115
3870	0.190813
3880	0.042738
3890	0.095648
3900	0.094206
3910	0.144678
3920	0.046377
3930	0.075618
3940	0.224368
3950	0.084238
3960	0.078402
3970	0.066474
3980	0.048988
3990	0.111325
4000	0.047641
4010	0.007396
4020	0.100714
4030	0.016116
4040	0.017198
4050	0.010395
4060	0.181346
4070	0.129060
4080	0.005851
4090	0.168764
4100	0.099529
4110	0.033879
4120	0.077132
4130	0.046892
4140	0.009783
4150	0.125073
4160	0.058243
4170	0.008750
4180	0.039110
4190	0.053461
4200	0.030701
4210	0.018775
4220	0.071317
4230	0.051911
4240	0.094863
4250	0.023796
4260	0.073963
4270	0.077737
4280	0.155439
4290	0.015255
4300	0.052872
4310	0.015752
4320	0.025223
4330	0.017254
4340	0.141603
4350	0.151200
4360	0.089635
4370	0.032511
4380	0.098215
4390	0.069875
4400	0.007452
4410	0.100592
4420	0.243451
4430	0.274013
4440	0.054821
4450	0.005931
4460	0.045880
4470	0.003865
4480	0.114997
4490	0.023203
4500	0.075126
4510	0.035969
4520	0.086662
4530	0.005420
4540	0.000983
4550	0.059655
4560	0.181461
4570	0.002414
4580	0.062272
4590	0.105044
4600	0.047351
4610	0.088463
4620	0.133510
4630	0.143745
4640	0.009075
4650	0.088940
4660	0.002389
4670	0.165514
4680	0.017768
4690	0.044382
4700	0.149638
4710	0.049778
4720	0.166896
4730	0.006019
4740	0.016235
4750	0.141279
4760	0.107303
4770	0.017432
4780	0.108940
4790	0.076569
4800	0.090323
4810	0.089576
4820	0.019736
4830	0.000000
4840	0.090172
4850	0.035242
4860	0.102465
4870	0.086580
4880	0.071269
4890	0.135065
4900	0.009955
4910	0.011876
4920	0.069154
4930	0.048912
4940	0.007714
4950	0.109990
4960	0.240633
4970	0.046252
4980	0.038302
4990	0.013375
5000	0.084789
5010	0.135282
5020	0.013132
5030	0.031336
5040	0.022823
5050	0.026100
5060	0.056031
5070	0.130482
5080	0.004997
5090	0.062428
5100	0.042177
5110	0.035560
5120	0.014139
5130	0.024897
5140	0.008017
5150	0.124937
5160	0.043716
5170	0.183757
5180	0.125165
5190	0.055911
5200	0.055422
5210	0.052557
5220	0.051550
5230	0.041944
5240	0.075132
5250	0.022539
5260	0.005778
5270	0.136608
5280	0.115444
5290	0.027523
5300	0.081213
5310	0.057576
5320	0.024971
5330	0.098192
5340	0.029706
5350	0.126686
5360	0.000548
5370	0.004155
5380	0.060126
5390	0.114273
5400	0.015976
5410	0.098884
5420	0.029493
5430	0.134221
5440	0.004453
5450	0.119920
5460	0.109676
5470	0.109800
5480	0.105708
5490	0.009344
5500	0.004584
5510	0.040257
5520	0.160243
5530	0.081187
5540	0.021005
5550	0.080302
5560	0.029924
5570	0.032467
5580	0.052870
5590	0.073120
5600	0.057362
5610	0.066692
5620	0.149094
5630	0.018999
5640	0.124253
5650	0.056732
5660	0.065649
5670	0.056392
5680	0.053423
5690	0.096497
5700	0.143488
5710	0.100666
5720	0.038729
5730	0.079101
5740	0.035534
5750	0.114715
5760	0.059298
5770	0.055562
5780	0.114438
5790	0.007703
5800	0.078515
5810	0.026098
5820	0.053203
5830	0.044516
5840	0.067055
5850	0.006489
5860	0.024786
5870	0.041390
5880	0.029509
5890	0.134732
5900	0.107251
5910	0.016110
5920	0.176818
5930	0.115836
5940	0.085359
5950	0.039350
5960	0.127053
5970	0.025889
5980	0.007318
5990	0.046176
6000	0.039522
6010	0.047907
6020	0.030706
6030	0.045933
6040	0.147777
6050	0.006706
6060	0.033980
6070	0.066939
6080	0.088148
6090	0.040067
6100	0.168254
6110	0.044109
6120	0.013138
6130	0.156038
6140	0.000775
6150	0.338903
6160	0.158414
6170	0.032543
6180	0.026700
6190	0.000557
6200	0.045253
6210	0.069273
6220	0.178822
6230	0.030681
6240	0.155752
6250	0.015559
6260	0.042310
6270	0.067393
6280	0.008544
6290	0.027629
6300	0.076809
6310	0.094274
6320	0.046271
6330	0.154945
6340	0.106984
6350	0.022481
6360	0.161218
6370	0.031431
6380	0.013122
6390	0.035668
6400	0.079807
6410	0.017173
6420	0.006983
6430	0.129070
6440	0.091181
6450	0.034999
6460	0.044935
6470	0.033974
6480	0.004632
6490	0.025765
6500	0.157049
6510	0.086781
6520	0.009600
6530	0.144391
6540	0.037429
6550	0.015027
6560	0.144784
6570	0.120680
6580	0.121208
6590	0.000353
6600	0.048815
6610	0.011032
6620	0.043719
6630	0.000000
6640	0.043293
6650	0.112626
6660	0.006518
6670	0.075849
6680	0.001367
6690	0.016547
6700	0.001876
6710	0.043275
6720	0.107834
6730	0.002895
6740	0.293755
6750	0.027418
6760	0.007112
6770	0.024027
6780	0.036297
6790	0.024522
6800	0.039277
6810	0.089726
6820	0.122615
6830	0.105252
6840	0.001499
6850	0.055773
6860	0.002958
6870	0.043880
6880	0.043305
6890	0.050773
6900	0.094750
6910	0.061078
6920	0.056679
6930	0.108258
6940	0.073553
6950	0.074680
6960	0.013347
6970	0.149127
6980	0.023235
6990	0.013311
7000	0.072166
7010	0.095752
7020	0.117507
7030	0.055865
7040	0.001664
7050	0.103443
7060	0.001603
7070	0.056297
7080	0.122157
7090	0.013931
7100	0.044437
7110	0.048544
7120	0.012041
7130	0.126201
7140	0.031001
7150	0.000765
7160	0.034924
7170	0.024858
7180	0.036925
7190	0.149614
7200	0.084989
7210	0.122471
7220	0.108658
7230	0.018531
7240	0.258257
7250	0.145544
7260	0.003823
7270	0.031773
7280	0.100722
7290	0.113137
7300	0.094132
7310	0.091376
7320	0.010928
7330	0.053001
7340	0.024846
7350	0.000000
7360	0.135193
7370	0.074395
7380	0.044285
7390	0.125748
7400	0.051269
7410	0.038433
7420	0.059175
7430	0.119010
7440	0.011938
7450	0.018903
7460	0.176810
7470	0.071848
7480	0.024678
7490	0.095136
7500	0.216605
7510	0.137928
7520	0.048777
7530	0.017752
7540	0.013243
7550	0.012407
7560	0.012368
7570	0.085677
7580	0.143350
7590	0.002511
7600	0.133420
7610	0.028103
7620	0.083827
7630	0.069765
7640	0.005106
7650	0.102494
7660	0.022547
7670	0.009341
7680	0.078365
7690	0.119127
7700	0.150652
7710	0.125101
7720	0.179945
7730	0.026423
7740	0.019276
7750	0.032885
7760	0.101494
7770	0.122756
7780	0.006684
7790	0.002069
7800	0.025949
7810	0.129030
7820	0.054800
7830	0.071669
7840	0.051233
7850	0.052287
7860	0.002363
7870	0.238603
7880	0.043131
7890	0.046823
7900	0.000000
7910	0.116999
7920	0.014452
7930	0.030651
7940	0.042781
7950	0.214115
7960	0.064823
7970	0.088187
7980	0.198974
7990	0.076625
8000	0.120056
8010	0.133906
8020	0.015442
8030	0.001207
8040	0.030419
8050	0.085343
8060	0.073939
8070	0.008888
8080	0.044905
8090	0.011889
8100	0.018907
8110	0.019954
8120	0.003489
8130	0.026225
8140	0.106968
8150	0.001956
8160	0.145562
8170	0.017603
8180	0.078014
8190	0.043885
8200	0.046980
8210	0.001677
8220	0.145128
8230	0.168612
8240	0.114528
8250	0.044451
8260	0.023355
8270	0.017090
8280	0.094924
8290	0.045246
8300	0.124966
8310	0.244191
8320	0.135535
8330	0.114606
8340	0.094654
8350	0.005416
8360	0.096438
8370	0.019627
8380	0.076817
8390	0.119077
8400	0.106660
8410	0.117531
8420	0.005813
8430	0.003232
8440	0.049419
8450	0.004134
8460	0.071562
8470	0.084200
8480	0.087189
8490	0.076191
8500	0.060870
8510	0.057681
8520	0.012879
8530	0.007490
8540	0.042425
8550	0.063663
8560	0.139234
8570	0.068693
8580	0.134661
8590	0.178074
8600	0.059226
8610	0.006143
8620	0.185087
8630	0.026016
8640	0.192190
8650	0.081953
8660	0.004003
8670	0.011933
8680	0.011637
8690	0.191864
8700	0.137718
8710	0.192635
8720	0.100946
8730	0.017117
8740	0.044025
8750	0.004587
8760	0.017758
8770	0.051991
8780	0.150163
8790	0.065519
8800	0.096882
