experiment,step,loss,loss_ma25
GT LoRA,5440,0.00401000,0.02159148
GT LoRA,5450,0.01583800,0.02177264
GT LoRA,5460,0.00794700,0.01868612
GT LoRA,5470,0.00816400,0.01889720
GT LoRA,5480,0.00186800,0.01761412
GT LoRA,5490,0.07246600,0.02016648
GT LoRA,5500,0.01476400,0.01787504
GT LoRA,5510,0.00043300,0.01716296
GT LoRA,5520,0.00302900,0.01720616
GT LoRA,5530,0.01464500,0.01715096
GT LoRA,5540,0.05428700,0.01645876
GT LoRA,5550,0.05147200,0.01822512
GT LoRA,5560,0.01564800,0.01880528
GT LoRA,5570,0.01597100,0.01933804
GT LoRA,5580,0.00179400,0.01929624
GT LoRA,5590,0.01229000,0.01835464
GT LoRA,5600,0.04845700,0.01988140
GT LoRA,5610,0.00081400,0.01922852
GT LoRA,5620,0.00488500,0.01917068
GT LoRA,5630,0.01056100,0.01857752
GT LoRA,5640,0.00080100,0.01664904
GT LoRA,5650,0.02086000,0.01717900
GT LoRA,5660,0.05690200,0.01814160
GT LoRA,5670,0.06955100,0.02088132
GT LoRA,5680,0.03897800,0.02185740
GT LoRA,5690,0.00308200,0.02182028
GT LoRA,5700,0.01134900,0.02164072
GT LoRA,5710,0.01444500,0.02190064
GT LoRA,5720,0.04424200,0.02334376
GT LoRA,5730,0.05053400,0.02529040
GT LoRA,5740,0.01247400,0.02289072
GT LoRA,5750,0.01848600,0.02303960
GT LoRA,5760,0.07181000,0.02589468
GT LoRA,5770,0.01485900,0.02636788
GT LoRA,5780,0.06931300,0.02855460
GT LoRA,5790,0.04190300,0.02805924
GT LoRA,5800,0.04012700,0.02760544
GT LoRA,5810,0.03424700,0.02834940
GT LoRA,5820,0.01544900,0.02832852
GT LoRA,5830,0.01035100,0.02867080
GT LoRA,5840,0.00485100,0.02837324
GT LoRA,5850,0.00252300,0.02653588
GT LoRA,5860,0.02199500,0.02738312
GT LoRA,5870,0.02261600,0.02809236
GT LoRA,5880,0.05984700,0.03006380
GT LoRA,5890,0.00596200,0.03027024
GT LoRA,5900,0.03031500,0.03064844
GT LoRA,5910,0.04148300,0.03003168
GT LoRA,5920,0.01271200,0.02775812
GT LoRA,5930,0.01449200,0.02677868
GT LoRA,5940,0.04415200,0.02842148
GT LoRA,5950,0.00354900,0.02810948
GT LoRA,5960,0.07134200,0.03038536
GT LoRA,5970,0.00054600,0.02863752
GT LoRA,5980,0.00449500,0.02679596
GT LoRA,5990,0.00038800,0.02631252
GT LoRA,6000,0.05209800,0.02765700
GT LoRA,6010,0.03219500,0.02607240
GT LoRA,6020,0.00688800,0.02575356
GT LoRA,6030,0.02632700,0.02403412
GT LoRA,6040,0.01784700,0.02307188
GT LoRA,6050,0.00900700,0.02182708
GT LoRA,6060,0.02715300,0.02154332
GT LoRA,6070,0.00165300,0.02099148
GT LoRA,6080,0.00000000,0.02057744
GT LoRA,6090,0.00162500,0.02044840
GT LoRA,6100,0.02528700,0.02135896
GT LoRA,6110,0.01207700,0.02096224
GT LoRA,6120,0.00065000,0.02008360
GT LoRA,6130,0.02044600,0.01850756
GT LoRA,6140,0.00239300,0.01836480
GT LoRA,6150,0.00428600,0.01732364
GT LoRA,6160,0.02044100,0.01648196
GT LoRA,6170,0.05040700,0.01798976
GT LoRA,6180,0.02014600,0.01821592
GT LoRA,6190,0.01446400,0.01702840
GT LoRA,6200,0.00122400,0.01693540
GT LoRA,6210,0.01528500,0.01469312
GT LoRA,6220,0.02325500,0.01560148
GT LoRA,6230,0.00487700,0.01561676
GT LoRA,6240,0.00427700,0.01577232
GT LoRA,6250,0.00171300,0.01375692
GT LoRA,6260,0.01244900,0.01296708
GT LoRA,6270,0.00576900,0.01292232
GT LoRA,6280,0.00425200,0.01203932
GT LoRA,6290,0.04182300,0.01299836
GT LoRA,6300,0.00749000,0.01293768
GT LoRA,6310,0.00467400,0.01203852
GT LoRA,6320,0.02275000,0.01288240
GT LoRA,6330,0.00774500,0.01319220
GT LoRA,6340,0.07098600,0.01596664
GT LoRA,6350,0.04581500,0.01678776
GT LoRA,6360,0.07773300,0.01941400
GT LoRA,6370,0.01944900,0.02016596
GT LoRA,6380,0.00154900,0.01941008
GT LoRA,6390,0.01668500,0.01998176
GT LoRA,6400,0.00088900,0.01984588
GT LoRA,6410,0.07413000,0.02199344
GT LoRA,6420,0.01375900,0.02052752
GT LoRA,6430,0.00747500,0.02002068
GT LoRA,6440,0.00396700,0.01960080
GT LoRA,6450,0.03043100,0.02076908
GT LoRA,6460,0.00095900,0.02019604
GT LoRA,6470,0.00198300,0.01934516
GT LoRA,6480,0.08140000,0.02240608
GT LoRA,6490,0.04984700,0.02422888
GT LoRA,6500,0.00151600,0.02422100
GT LoRA,6510,0.00860800,0.02406736
GT LoRA,6520,0.00972700,0.02422568
GT LoRA,6530,0.02428400,0.02502696
GT LoRA,6540,0.01487200,0.02394892
GT LoRA,6550,0.08192500,0.02692632
GT LoRA,6560,0.00690100,0.02701540
GT LoRA,6570,0.00461800,0.02629012
GT LoRA,6580,0.03836300,0.02751484
GT LoRA,6590,0.00128200,0.02472668
GT LoRA,6600,0.00057500,0.02291708
GT LoRA,6610,0.00166700,0.01987444
GT LoRA,6620,0.01795500,0.01981468
GT LoRA,6630,0.01790200,0.02046880
GT LoRA,6640,0.00634200,0.02005508
GT LoRA,6650,0.02685800,0.02109384
GT LoRA,6660,0.00463600,0.01831408
GT LoRA,6670,0.00364300,0.01790944
GT LoRA,6680,0.01438600,0.01818588
GT LoRA,6690,0.03597500,0.01946620
GT LoRA,6700,0.01580900,0.01888132
GT LoRA,6710,0.04498300,0.02064228
GT LoRA,6720,0.08288800,0.02387848
GT LoRA,6730,0.00183300,0.02069580
GT LoRA,6740,0.00903600,0.01906336
GT LoRA,6750,0.00058200,0.01902600
GT LoRA,6760,0.00085700,0.01871596
GT LoRA,6770,0.00753800,0.01862840
GT LoRA,6780,0.00141800,0.01771376
GT LoRA,6790,0.00000000,0.01711888
GT LoRA,6800,0.01598200,0.01448116
GT LoRA,6810,0.00039300,0.01422084
GT LoRA,6820,0.00594200,0.01427380
GT LoRA,6830,0.03534900,0.01415324
GT LoRA,6840,0.00323600,0.01423140
GT LoRA,6850,0.01630300,0.01486052
GT LoRA,6860,0.00142600,0.01485088
GT LoRA,6870,0.02082600,0.01496572
GT LoRA,6880,0.02730700,0.01534192
GT LoRA,6890,0.01155100,0.01555028
GT LoRA,6900,0.02218000,0.01536316
GT LoRA,6910,0.03699000,0.01665732
GT LoRA,6920,0.00491600,0.01670824
GT LoRA,6930,0.01066100,0.01655924
GT LoRA,6940,0.01218000,0.01560744
GT LoRA,6950,0.08794000,0.01849268
GT LoRA,6960,0.09740700,0.02058964
GT LoRA,6970,0.01526300,0.01788464
GT LoRA,6980,0.03129600,0.01906316
GT LoRA,6990,0.02567100,0.01972856
GT LoRA,7000,0.00200000,0.01978528
GT LoRA,7010,0.02602300,0.02079192
GT LoRA,7020,0.02331600,0.02142304
GT LoRA,7030,0.01838100,0.02210156
GT LoRA,7040,0.01614200,0.02274724
GT LoRA,7050,0.00049700,0.02212784
GT LoRA,7060,0.00053600,0.02213356
GT LoRA,7070,0.02152500,0.02275688
GT LoRA,7080,0.02887700,0.02249800
GT LoRA,7090,0.01204900,0.02285052
GT LoRA,7100,0.00809100,0.02252204
GT LoRA,7110,0.05595800,0.02470332
GT LoRA,7120,0.00552600,0.02409132
GT LoRA,7130,0.01968000,0.02378624
GT LoRA,7140,0.00942500,0.02370120
GT LoRA,7150,0.04221700,0.02450268
GT LoRA,7160,0.07754200,0.02612476
GT LoRA,7170,0.00104900,0.02597008
GT LoRA,7180,0.00913900,0.02590920
GT LoRA,7190,0.01963800,0.02620752
GT LoRA,7200,0.00310100,0.02281396
GT LoRA,7210,0.01723900,0.01960724
GT LoRA,7220,0.00811800,0.01932144
GT LoRA,7230,0.01474000,0.01865920
GT LoRA,7240,0.01819700,0.01836024
GT LoRA,7250,0.02123500,0.01912964
GT LoRA,7260,0.02218100,0.01897596
GT LoRA,7270,0.00442500,0.01822032
GT LoRA,7280,0.00816600,0.01781172
GT LoRA,7290,0.01021000,0.01757444
GT LoRA,7300,0.01158000,0.01801776
GT LoRA,7310,0.01819200,0.01872400
GT LoRA,7320,0.00458800,0.01804652
GT LoRA,7330,0.00370300,0.01703956
GT LoRA,7340,0.00287300,0.01667252
GT LoRA,7350,0.03262000,0.01765368
GT LoRA,7360,0.07092100,0.01825220
GT LoRA,7370,0.00839600,0.01836700
GT LoRA,7380,0.00362300,0.01772472
GT LoRA,7390,0.07916200,0.02051420
GT LoRA,7400,0.00213000,0.01891072
GT LoRA,7410,0.00204800,0.01589096
GT LoRA,7420,0.01504300,0.01645072
GT LoRA,7430,0.00211800,0.01616988
GT LoRA,7440,0.01415100,0.01595040
GT LoRA,7450,0.01109900,0.01627032
GT LoRA,7460,0.04990800,0.01757708
GT LoRA,7470,0.00545800,0.01747068
GT LoRA,7480,0.00556200,0.01710356
GT LoRA,7490,0.00597700,0.01661476
GT LoRA,7500,0.03207700,0.01704844
GT LoRA,7510,0.00072500,0.01619020
GT LoRA,7520,0.06747800,0.01871232
GT LoRA,7530,0.02921000,0.01955408
GT LoRA,7540,0.00701900,0.01942644
GT LoRA,7550,0.01696600,0.01964188
GT LoRA,7560,0.01431600,0.01948684
GT LoRA,7570,0.03992300,0.02090024
GT LoRA,7580,0.00688200,0.02102740
GT LoRA,7590,0.04877300,0.02286340
GT LoRA,7600,0.00889500,0.02191440
GT LoRA,7610,0.03723200,0.02056684
GT LoRA,7620,0.04871900,0.02217976
GT LoRA,7630,0.02988100,0.02323008
GT LoRA,7640,0.02381700,0.02101628
GT LoRA,7650,0.07090900,0.02376744
GT LoRA,7660,0.00131700,0.02373820
GT LoRA,7670,0.00245900,0.02323484
GT LoRA,7680,0.00039400,0.02316588
GT LoRA,7690,0.00386900,0.02275460
GT LoRA,7700,0.00948500,0.02269004
GT LoRA,7710,0.06566500,0.02332032
GT LoRA,7720,0.03365600,0.02444824
GT LoRA,7730,0.00137500,0.02428076
GT LoRA,7740,0.00530900,0.02425404
GT LoRA,7750,0.00235300,0.02306508
GT LoRA,7760,0.00275300,0.02314620
GT LoRA,7770,0.01420700,0.02101536
GT LoRA,7780,0.04375700,0.02159724
GT LoRA,7790,0.00283200,0.02142976
GT LoRA,7800,0.00778700,0.02106260
GT LoRA,7810,0.05338300,0.02262528
GT LoRA,7820,0.01156400,0.02149092
GT LoRA,7830,0.03004300,0.02241736
GT LoRA,7840,0.02065400,0.02129260
GT LoRA,7850,0.01480900,0.02152916
GT LoRA,7860,0.01943700,0.02081736
GT LoRA,7870,0.03787100,0.02038344
GT LoRA,7880,0.00455000,0.01937020
GT LoRA,7890,0.04960800,0.02040184
GT LoRA,7900,0.02988500,0.01876088
GT LoRA,7910,0.00070600,0.01873644
GT LoRA,7920,0.00679000,0.01890968
GT LoRA,7930,0.00520000,0.01910192
GT LoRA,7940,0.00146200,0.01900564
GT LoRA,7950,0.01657600,0.01928928
GT LoRA,7960,0.00100900,0.01670304
GT LoRA,7970,0.01112800,0.01580192
GT LoRA,7980,0.00429500,0.01591872
GT LoRA,7990,0.00798200,0.01602564
GT LoRA,8000,0.00977800,0.01632264
GT LoRA,8010,0.03199800,0.01749244
GT LoRA,8020,0.05242900,0.01902132
GT LoRA,8030,0.01190600,0.01774728
GT LoRA,8040,0.02567900,0.01866116
GT LoRA,8050,0.01613900,0.01899524
GT LoRA,8060,0.00016800,0.01686664
GT LoRA,8070,0.04159200,0.01806776
GT LoRA,8080,0.03180400,0.01813820
GT LoRA,8090,0.00516100,0.01751848
GT LoRA,8100,0.00275100,0.01703616
GT LoRA,8110,0.04601900,0.01809944
GT LoRA,8120,0.00552400,0.01680556
GT LoRA,8130,0.00170400,0.01669172
GT LoRA,8140,0.01297900,0.01522656
GT LoRA,8150,0.00000000,0.01403116
GT LoRA,8160,0.00387200,0.01415780
GT LoRA,8170,0.00885900,0.01424056
GT LoRA,8180,0.02086400,0.01486712
GT LoRA,8190,0.00409200,0.01497232
GT LoRA,8200,0.00438600,0.01448472
GT LoRA,8210,0.00517300,0.01465128
GT LoRA,8220,0.04895000,0.01616416
GT LoRA,8230,0.00233500,0.01608576
GT LoRA,8240,0.04168700,0.01743396
GT LoRA,8250,0.04433400,0.01881620
GT LoRA,8260,0.00856400,0.01787884
GT LoRA,8270,0.02006800,0.01658440
GT LoRA,8280,0.02751500,0.01720876
GT LoRA,8290,0.03274400,0.01749136
GT LoRA,8300,0.02033000,0.01765900
GT LoRA,8310,0.01322000,0.01818108
GT LoRA,8320,0.02388800,0.01747292
GT LoRA,8330,0.06475700,0.01879104
GT LoRA,8340,0.01035800,0.01899892
GT LoRA,8350,0.06293300,0.02140620
GT LoRA,8360,0.06226600,0.02205608
GT LoRA,8370,0.00847800,0.02217424
GT LoRA,8380,0.02741100,0.02320252
GT LoRA,8390,0.04111200,0.02432784
GT LoRA,8400,0.03950400,0.02590800
GT LoRA,8410,0.00286000,0.02586752
GT LoRA,8420,0.00308700,0.02563664
GT LoRA,8430,0.02175100,0.02567212
GT LoRA,8440,0.01637900,0.02616360
GT LoRA,8450,0.00156800,0.02605088
GT LoRA,8460,0.01263000,0.02634916
GT LoRA,8470,0.00679600,0.02466300
GT LoRA,8480,0.05934200,0.02694328
GT LoRA,8490,0.01426900,0.02584656
GT LoRA,8500,0.00022400,0.02408216
GT LoRA,8510,0.00107600,0.02378264
GT LoRA,8520,0.03083300,0.02421324
GT LoRA,8530,0.00393300,0.02326996
GT LoRA,8540,0.00198000,0.02203940
GT LoRA,8550,0.01279100,0.02173784
GT LoRA,8560,0.00078000,0.02124024
GT LoRA,8570,0.00643100,0.02054196
GT LoRA,8580,0.02030600,0.01876392
GT LoRA,8590,0.01215600,0.01883584
GT LoRA,8600,0.00751600,0.01661916
GT LoRA,8610,0.03100900,0.01536888
GT LoRA,8620,0.01258400,0.01553312
GT LoRA,8630,0.01034700,0.01485056
GT LoRA,8640,0.00105500,0.01324828
GT LoRA,8650,0.01677100,0.01233896
GT LoRA,8660,0.00736200,0.01251904
GT LoRA,8670,0.05296500,0.01451416
GT LoRA,8680,0.02425000,0.01461412
GT LoRA,8690,0.00437000,0.01413376
GT LoRA,8700,0.02827800,0.01520216
GT LoRA,8710,0.00298700,0.01481644
GT LoRA,8720,0.00162900,0.01460976
GT LoRA,8730,0.03946700,0.01381476
GT LoRA,8740,0.01618500,0.01389140
GT LoRA,8750,0.02531100,0.01489488
GT LoRA,8760,0.00258000,0.01495504
GT LoRA,8770,0.00337900,0.01385688
GT LoRA,8780,0.01535200,0.01431364
GT LoRA,8790,0.00758800,0.01453796
GT LoRA,8800,0.02933100,0.01519956
MTP LoRA,10,0.07224400,0.07224400
MTP LoRA,20,0.23288800,0.15256600
MTP LoRA,30,0.01712500,0.10741900
MTP LoRA,40,0.15908300,0.12033500
MTP LoRA,50,0.11455200,0.11917840
MTP LoRA,60,0.19506200,0.13182567
MTP LoRA,70,0.26870500,0.15137986
MTP LoRA,80,0.10220800,0.14523337
MTP LoRA,90,0.00000000,0.12909633
MTP LoRA,100,0.09304900,0.12549160
MTP LoRA,110,0.33182700,0.14424936
MTP LoRA,120,0.16457300,0.14594300
MTP LoRA,130,0.02688600,0.13678477
MTP LoRA,140,0.01047100,0.12776236
MTP LoRA,150,0.11167600,0.12668993
MTP LoRA,160,0.06502700,0.12283600
MTP LoRA,170,0.16776500,0.12547888
MTP LoRA,180,0.02515500,0.11990533
MTP LoRA,190,0.16537400,0.12229842
MTP LoRA,200,0.15683400,0.12402520
MTP LoRA,210,0.20059700,0.12767148
MTP LoRA,220,0.00706000,0.12218914
MTP LoRA,230,0.20159900,0.12564174
MTP LoRA,240,0.08552500,0.12397021
MTP LoRA,250,0.09297600,0.12273044
MTP LoRA,260,0.05857700,0.12218376
MTP LoRA,270,0.08365400,0.11621440
MTP LoRA,280,0.03145200,0.11678748
MTP LoRA,290,0.11394900,0.11498212
MTP LoRA,300,0.17647500,0.11745904
MTP LoRA,310,0.05956000,0.11203896
MTP LoRA,320,0.20333500,0.10942416
MTP LoRA,330,0.09963600,0.10932128
MTP LoRA,340,0.04497700,0.11112036
MTP LoRA,350,0.00545400,0.10761656
MTP LoRA,360,0.01234800,0.09483740
MTP LoRA,370,0.03751800,0.08975520
MTP LoRA,380,0.13782100,0.09419260
MTP LoRA,390,0.16829700,0.10050564
MTP LoRA,400,0.30547200,0.10825748
MTP LoRA,410,0.18042300,0.11287332
MTP LoRA,420,0.18289300,0.11347844
MTP LoRA,430,0.03619700,0.11392012
MTP LoRA,440,0.07188900,0.11018072
MTP LoRA,450,0.15889700,0.11026324
MTP LoRA,460,0.12922100,0.10740820
MTP LoRA,470,0.03251500,0.10842640
MTP LoRA,480,0.07354800,0.10330436
MTP LoRA,490,0.14251100,0.10558380
MTP LoRA,500,0.12594800,0.10690268
MTP LoRA,510,0.04560000,0.10638360
MTP LoRA,520,0.13892200,0.10859432
MTP LoRA,530,0.01292600,0.10785328
MTP LoRA,540,0.09197000,0.10697412
MTP LoRA,550,0.16716400,0.10660168
MTP LoRA,560,0.07677200,0.10729016
MTP LoRA,570,0.03096800,0.10039548
MTP LoRA,580,0.12520200,0.10141812
MTP LoRA,590,0.04137500,0.10127404
MTP LoRA,600,0.15330200,0.10718796
MTP LoRA,610,0.07635500,0.10974824
MTP LoRA,620,0.28960300,0.11983164
MTP LoRA,630,0.23005200,0.12352088
MTP LoRA,640,0.20533800,0.12500252
MTP LoRA,650,0.07743900,0.11588120
MTP LoRA,660,0.06611000,0.11130868
MTP LoRA,670,0.20943800,0.11237048
MTP LoRA,680,0.05457400,0.11310556
MTP LoRA,690,0.18357900,0.11757316
MTP LoRA,700,0.11241100,0.11571372
MTP LoRA,710,0.14644300,0.11640260
MTP LoRA,720,0.02812000,0.11622680
MTP LoRA,730,0.16461100,0.11986932
MTP LoRA,740,0.12721400,0.11925744
MTP LoRA,750,0.01509700,0.11482340
MTP LoRA,760,0.03744900,0.11449736
MTP LoRA,770,0.02829200,0.11007216
MTP LoRA,780,0.12334900,0.11448908
MTP LoRA,790,0.10473900,0.11499984
MTP LoRA,800,0.22032300,0.11712620
MTP LoRA,810,0.21065800,0.12248164
MTP LoRA,820,0.05617900,0.12349008
MTP LoRA,830,0.09912100,0.12244684
MTP LoRA,840,0.27926500,0.13196244
MTP LoRA,850,0.17633900,0.13288392
MTP LoRA,860,0.03367400,0.13117668
MTP LoRA,870,0.27696600,0.13067120
MTP LoRA,880,0.06059100,0.12389276
MTP LoRA,890,0.01294000,0.11619684
MTP LoRA,900,0.02412900,0.11406444
MTP LoRA,910,0.09213800,0.11510556
MTP LoRA,920,0.03737900,0.10822320
MTP LoRA,930,0.18206000,0.11332264
MTP LoRA,940,0.07159000,0.10884308
MTP LoRA,950,0.10743600,0.10864408
MTP LoRA,960,0.09860100,0.10673040
MTP LoRA,970,0.06786700,0.10832028
MTP LoRA,980,0.13521800,0.10714456
MTP LoRA,990,0.00004300,0.10205772
MTP LoRA,1000,0.11302300,0.10597476
MTP LoRA,1010,0.14076100,0.11010724
MTP LoRA,1020,0.02532500,0.10998856
MTP LoRA,1030,0.21735700,0.11374888
MTP LoRA,1040,0.00085700,0.10959360
MTP LoRA,1050,0.08895200,0.10433876
MTP LoRA,1060,0.05901100,0.09827288
MTP LoRA,1070,0.10386400,0.10018028
MTP LoRA,1080,0.10134000,0.10026904
MTP LoRA,1090,0.17835600,0.09623268
MTP LoRA,1100,0.09353600,0.09292056
MTP LoRA,1110,0.20499900,0.09977356
MTP LoRA,1120,0.07783300,0.09180824
MTP LoRA,1130,0.03590200,0.09082068
MTP LoRA,1140,0.15211700,0.09638776
MTP LoRA,1150,0.21149200,0.10388228
MTP LoRA,1160,0.25866300,0.11054328
MTP LoRA,1170,0.04720400,0.11093628
MTP LoRA,1180,0.14756300,0.10955640
MTP LoRA,1190,0.08083300,0.10992612
MTP LoRA,1200,0.14039600,0.11124452
MTP LoRA,1210,0.11052100,0.11172132
MTP LoRA,1220,0.15709000,0.11529024
MTP LoRA,1230,0.02743400,0.11097888
MTP LoRA,1240,0.13495400,0.11637532
MTP LoRA,1250,0.03148300,0.11311372
MTP LoRA,1260,0.34116300,0.12112980
MTP LoRA,1270,0.03486400,0.12151136
MTP LoRA,1280,0.16753500,0.11951848
MTP LoRA,1290,0.15944400,0.12586196
MTP LoRA,1300,0.11601100,0.12694432
MTP LoRA,1310,0.19275900,0.13229424
MTP LoRA,1320,0.04962300,0.13012460
MTP LoRA,1330,0.03432600,0.12744404
MTP LoRA,1340,0.27420800,0.13127812
MTP LoRA,1350,0.21904000,0.13629828
MTP LoRA,1360,0.18339100,0.13543396
MTP LoRA,1370,0.21095400,0.14075880
MTP LoRA,1380,0.03238900,0.14061828
MTP LoRA,1390,0.24873000,0.14448280
MTP LoRA,1400,0.14521700,0.14183180
MTP LoRA,1410,0.15651400,0.13774584
MTP LoRA,1420,0.11252600,0.14035872
MTP LoRA,1430,0.15916000,0.14082260
MTP LoRA,1440,0.09972300,0.14157820
MTP LoRA,1450,0.01699800,0.13664228
MTP LoRA,1460,0.14873100,0.13817068
MTP LoRA,1470,0.10900600,0.13624732
MTP LoRA,1480,0.09995200,0.13914804
MTP LoRA,1490,0.04114300,0.13539560
MTP LoRA,1500,0.00790900,0.13445264
MTP LoRA,1510,0.05783100,0.12311936
MTP LoRA,1520,0.13757100,0.12722764
MTP LoRA,1530,0.16741200,0.12722272
MTP LoRA,1540,0.15624400,0.12709472
MTP LoRA,1550,0.14346000,0.12819268
MTP LoRA,1560,0.04437700,0.12225740
MTP LoRA,1570,0.08193000,0.12354968
MTP LoRA,1580,0.11884300,0.12693036
MTP LoRA,1590,0.23113100,0.12520728
MTP LoRA,1600,0.12847300,0.12158460
MTP LoRA,1610,0.14590800,0.12008528
MTP LoRA,1620,0.22486000,0.12064152
MTP LoRA,1630,0.06856600,0.12208860
MTP LoRA,1640,0.02556600,0.11316204
MTP LoRA,1650,0.05798800,0.10967288
MTP LoRA,1660,0.14005300,0.10901444
MTP LoRA,1670,0.00819800,0.10484132
MTP LoRA,1680,0.04423700,0.10024440
MTP LoRA,1690,0.09763800,0.10016100
MTP LoRA,1700,0.07026000,0.10229148
MTP LoRA,1710,0.03274400,0.09765200
MTP LoRA,1720,0.04287000,0.09500656
MTP LoRA,1730,0.02122300,0.09185740
MTP LoRA,1740,0.01259800,0.09071560
MTP LoRA,1750,0.02175200,0.09126932
MTP LoRA,1760,0.07230600,0.09184832
MTP LoRA,1770,0.14054200,0.09196716
MTP LoRA,1780,0.15757800,0.09157380
MTP LoRA,1790,0.16364400,0.09186980
MTP LoRA,1800,0.15030600,0.09214364
MTP LoRA,1810,0.00661300,0.09063308
MTP LoRA,1820,0.08649200,0.09081556
MTP LoRA,1830,0.10561100,0.09028628
MTP LoRA,1840,0.00013300,0.08104636
MTP LoRA,1850,0.10210100,0.07999148
MTP LoRA,1860,0.03454400,0.07553692
MTP LoRA,1870,0.20666200,0.07480900
MTP LoRA,1880,0.08459100,0.07545000
MTP LoRA,1890,0.03839900,0.07596332
MTP LoRA,1900,0.00443400,0.07382116
MTP LoRA,1910,0.09090600,0.07185528
MTP LoRA,1920,0.10089100,0.07556300
MTP LoRA,1930,0.08830100,0.07732556
MTP LoRA,1940,0.05742900,0.07571720
MTP LoRA,1950,0.24501600,0.08270744
MTP LoRA,1960,0.06889500,0.08415348
MTP LoRA,1970,0.24816800,0.09236540
MTP LoRA,1980,0.01131600,0.09196912
MTP LoRA,1990,0.16108100,0.09790844
MTP LoRA,2000,0.08829500,0.10057016
MTP LoRA,2010,0.22795700,0.10679620
MTP LoRA,2020,0.17504700,0.10817640
